"participant","loo","errorVariance","beta","tau","omega"
34,3,10.4692330399734,0.0956866477195736,0.0070987324776964,0.0101311568575815
34,4,10.1290862450628,0.0908445298892303,0.00743319374845661,0.0105531766431142
34,5,9.30843448385347,0.0956334618138167,0.00789284104068988,0.0126103171095217
34,6,10.4094826874973,0.0976947090262457,0.00690973922130713,0.0107350525560897
34,7,7.18905024287358,0.198959399907288,0.00852622713460745,0.00953510899838279
35,8,2.44647470152443,0.00701036234849058,0.063941211611474,0.00676195376631759
35,9,2.66516677722127,0.00675549067854081,0.0619558058191205,0.00682215698310034
35,1,2.6967820976721,0.0067439660927656,0.0582940705651556,0.00770507837463325
35,2,2.82376829288234,0.00675884249519973,0.0584724674381146,0.00675460179608932
35,3,2.59410787511436,0.0209111057293651,0.0610560732500814,0.00676256624463181
35,4,2.58822559662071,0.00674455356832863,0.063550113252949,0.00742851485722848
35,5,2.6807753034159,0.00677419881590691,0.0611207337075812,0.0067663396256174
35,6,2.69299269019734,0.00674324775635397,0.0628326250248412,0.0173923763340087
35,7,2.47234771804725,0.00680871499330134,0.0642051756569598,0.0149751290378496
36,1,10.9865597650373,0.00899625429629084,0.00679794170285951,0.00798391914762087
36,2,7.43068813684321,0.174895900363537,0.00717995460656381,0.00714300689896755
36,3,10.6918776511788,0.00682857720236077,0.00693666344196858,0.00723894330071919
36,4,10.9856320227561,0.00962915101695717,0.00677212342995388,0.00828022816370632
36,5,10.8003695131019,0.00788191001005388,0.0067705461505492,0.0071782650185251
36,6,9.88069780758633,0.00703981857879513,0.00734794084002436,0.0068560222601227
36,7,10.8211318684607,0.00927167323954176,0.00680362477090442,0.00890510127771037
36,8,10.8078267684379,0.00708414910772353,0.00678466489397642,0.00730682026510497
36,9,9.2932983620836,0.00764690020852056,0.00715550128461832,0.00680838342919447
37,4,3.79698875913888,0.00675886637879212,0.039163806161657,0.108849844103331
37,1,3.86455549755061,0.00691578663798346,0.0374720302619199,0.0990073856546059
37,2,3.47029666183926,0.00674903811290982,0.0413634117866925,0.12084885495857
37,3,3.34889854326607,0.00674838988930186,0.0441205565162422,0.131209178672443
37,8,4.29179575463329,0.00676838555055564,0.0334265807861211,0.0924182078825465
37,5,3.54747666315918,0.00676943625111646,0.0430484133633304,0.123816904533687
37,6,3.50721350830576,0.00674334719672966,0.0409432077319015,0.116918239960227
37,7,3.50205880293591,0.00674759108226106,0.04353439600823,0.122343826019817
37,9,6.23778652342793,0.0841444649787333,0.009420996933156,0.0179891685006508
38,2,3.12206988952371,0.106226159206037,0.0157849796222111,0.0256983852531886
38,3,0.00675900128851806,0.0935917489684046,0.0175690978673821,0.0512982770454921
38,4,0.00684757743739598,0.0954884978470743,0.0174942880080069,0.0565267275614596
38,5,0.00677613060815772,0.0912936105039622,0.0183685390574364,0.0552444660038902
38,1,0.00717443421461181,0.102700644576466,0.0157685607439827,0.0501194756411525
38,8,5.14276278185114,0.120824384814679,0.00767926003738154,0.00806871794117163
38,9,3.06171073707237,0.104907444397611,0.0155445378094502,0.0239961664011707
38,7,0.00783763359051835,0.0951058103070003,0.0175233195346806,0.0554090956866038
38,6,0.00688126103163826,0.0942633597772862,0.0183328805774739,0.0578702770675288
39,1,9.187048663722,0.0076283056917319,0.00679217641605502,0.00735039236275982
39,2,8.89828918453519,0.00729272423109976,0.00680269194756728,0.00763651309444815
39,4,8.40852759157174,0.00956109766031973,0.00675268746090488,0.00680086389094459
39,5,8.9845058430171,0.00734916777909261,0.00679428611283094,0.0077292131653581
39,3,8.99844089023913,0.00796279713755403,0.00702792608313652,0.00723434299874609
39,6,8.97612155433832,0.00691527088168713,0.00677708500063136,0.00815201836067514
39,7,8.93196206046061,0.00769811804168682,0.00683474471261895,0.00674705626935975
39,8,7.45853374598914,0.090613051087106,0.0068083370828535,0.00712081968187976
39,9,8.59812502296059,0.00724721511688971,0.00677803109598355,0.00681259030255737
40,2,4.00643206126273,0.177639350128327,0.0254660336287833,0.05404844649785
40,3,3.16647733196681,0.159744991207013,0.0299884395548218,0.0648927058024905
40,4,4.02375997016353,0.188376719569864,0.0247459914265106,0.0555447289383312
40,5,4.05270346377919,0.171243902117476,0.0269998660049187,0.058987143273441
40,1,5.28149660904221,0.190675840274967,0.016024774339708,0.0344367077576003
40,8,4.03372876611115,0.181436469608438,0.0248444246100898,0.0538376358201198
40,6,3.93871455185235,0.175698344966622,0.026394225599112,0.059063296122392
40,7,0.0107329870296654,0.147155793939863,0.045233440864787,0.159927084096051
40,9,7.3843512575471,0.198529007431216,0.00695441436390922,0.0133541157552881
41,1,5.81314321883026,0.210616437542692,0.00745826728082517,0.0088966049789705
41,2,6.48533329033609,0.212183161494142,0.00712765947352012,0.00858711864930019
41,3,5.60534575695254,0.212027635367813,0.00707897578244171,0.00752636057763616
41,4,6.9881353193994,0.202603020347948,0.00752355502354731,0.0101390095826441
41,8,7.03834644512594,0.203773755131457,0.00678197591571892,0.00696825559117668
41,6,6.73334592439496,0.178044237663963,0.00784574274138617,0.00745953714955227
41,7,5.90489893030537,0.244417863163016,0.00679310026789902,0.00888044998938589
41,9,6.3958790252671,0.211312903508308,0.00677456160651031,0.00701234527891522
41,5,6.25855906727111,0.221075897139417,0.00694013164404333,0.00894118723099033
42,1,12.0223753939341,0.00683908996247657,0.008067135953243,0.0177058879591035
42,2,7.87491368795938,0.00678930491245777,0.0150418772137986,0.0318504062924786
42,3,12.2991464147085,0.00674805462079588,0.00774629471148758,0.0165074781484761
42,4,10.7444269294636,0.00739478542284279,0.0094403522919426,0.0199631021895778
42,5,10.6805583975359,0.00679042576901303,0.00974097771605203,0.0210768898488753
42,6,9.95357736745571,0.00676045836456989,0.0111632903069377,0.0227641642218133
42,7,7.68969866001193,0.00677920129988556,0.0085189678180736,0.00674344527049329
42,8,13.3090607602299,0.00692336538670101,0.006841140173123,0.0146231126135952
42,9,5.47157994145597,0.00678754080222807,0.0249191903980781,0.0397629773923108
43,1,9.06370972364318,0.089998096061374,0.00717007630805075,0.0131662366618835
43,2,7.21488552268926,0.0162781290700542,0.0140487133578528,0.0221021215464902
43,9,6.05282141820871,0.0407617760962352,0.0177211900482965,0.0386831483770821
43,8,5.38296616174694,0.0192731355072663,0.0241062711216072,0.0488624817971552
43,3,5.87611942555755,0.0366369386237313,0.0190649808321526,0.0433916138964526
43,4,5.92648691191953,0.0417818423081239,0.0183918493733908,0.0403429199304294
43,5,5.22869062200161,0.0262637580961016,0.0225346095197941,0.0483659322043969
43,6,5.10787848471769,0.0157899373274729,0.0266095457481101,0.0567316126818197
43,7,5.82131424523059,0.0274822955906638,0.0208216338986896,0.0427225804294227
44,1,3.76808661469487,0.0574869863342724,0.0248509392075566,0.0331164089136754
44,9,3.81676149725524,0.070307641251899,0.0224679940856296,0.030894462722369
44,8,3.890493604568,0.0720192040276431,0.0236417146776675,0.0312387685200378
44,2,3.65939273711871,0.0533664172113884,0.0266903193227673,0.0397579763715766
44,3,3.87265031957616,0.0617626054020947,0.0238870835356987,0.0312754124585427
44,4,6.8176611647594,0.0864242573779934,0.00789844549884559,0.00679445536534898
44,5,3.67272241861995,0.0757573650202401,0.0214868257773619,0.0291828976820176
44,6,3.89671342618191,0.0940767658552762,0.0200455276829965,0.0224423677486396
44,7,4.52836502872933,0.0835499637551303,0.0167639951631763,0.0205153067706369
45,9,5.04340037224724,0.00678616229529093,0.039346957335196,0.118092720132246
45,1,5.9630987757538,0.127053945570426,0.00819078972750685,0.00674870486199633
45,8,5.03133820420941,0.00675590944065558,0.0373399513430131,0.110244195190213
45,2,4.92854600940469,0.00676334323146236,0.0379291840974546,0.113425585099107
45,3,5.12722335179379,0.00675171623177638,0.0388713851191776,0.117279105072326
45,4,4.60069191813738,0.00684804107032089,0.0419313697697504,0.128572277036329
45,5,4.52742528432797,0.00679427656029976,0.0437371931979373,0.131272983835373
45,6,4.93210576942096,0.00675677743899976,0.0396275179497841,0.121667448087636
45,7,4.57510952048135,0.0069022527640163,0.0411438541848277,0.119013456584284
47,1,3.91411526443125,0.0966060311247691,0.0246532322729498,0.0403600112341235
47,9,4.11577140206863,0.0946096101449648,0.0248945996502121,0.0446582711292853
47,8,5.51348921313747,0.188676448427333,0.00906243167754934,0.0181857483482263
47,5,3.8212931734022,0.0919558130404836,0.0261780001110171,0.046295506686052
47,2,5.59076427523757,0.12994073866455,0.00677065222061527,0.00848140905070551
47,3,3.88001306052481,0.100560404814039,0.0244032936689434,0.0427266143272069
47,4,6.09849600822592,0.130394305817283,0.010307870228156,0.0187532363118835
47,6,3.96045370260409,0.0987458907808957,0.0248781676258842,0.0451204515633157
47,7,4.04201246064885,0.114502195801446,0.0179899595508523,0.0318834188164126
48,1,0.20677529230533,21.4020186969996,0.119439875961584,2.09656803196989
48,4,0.200874083365375,17.0299368164142,0.28032380181737,1.3740389283909
48,5,0.0496788171505005,56.2551997206529,0.024578932747734,21.125702247785
48,6,0.120335500120326,30.2764232184824,0.593095967508291,5.07867346241345
48,3,0.213052080702423,16.7452984051935,0.0455919273360049,0.200860304121235
48,9,0.0140925814992473,36.5983209923324,1.60073431539132,4.37132932415417
48,8,20.6290301652248,29.3362623024159,0.00715937170601999,0.0173856840135366
48,2,0.976696814899158,64.348201287963,0.0574618171406701,0.0273989188933783
48,7,9.7589430783128,34.4135950335632,0.017752142731167,0.546866760249522
49,1,3.9879916742943,0.210758728706904,0.0159741565802661,0.00679312027166902
49,4,4.66173382722018,0.208229205474922,0.0183801861686073,0.0193628364440695
49,5,5.40195295183708,0.231846822612859,0.014054767479984,0.0201197473116523
49,3,4.51933573583311,0.206154067565397,0.019826147322704,0.025998927002089
49,9,4.59280677523631,0.205331389439097,0.019292959249729,0.0263121136862171
49,8,4.75634482867966,0.208816145896613,0.0180903348396294,0.0220237697622139
49,2,4.37350049142013,0.199096995195549,0.0205156924123568,0.0244013294036752
49,7,5.44285522983308,0.216513025612352,0.0152365681136066,0.0161681190928293
49,6,5.42621444912646,0.241983459921865,0.0147174685232591,0.0236654551172186
50,1,0.00699646701536062,0.288899036955775,0.13154293075608,0.55937248594862
50,2,0.00839773202702004,0.297137711485094,0.134681496351826,0.570799570292088
50,3,0.00804475828799499,0.279729110093972,0.128169870206386,0.537189619801625
50,4,0.00766291436672924,0.305299894214106,0.138880208530701,0.577152210431292
50,6,0.00681376025309688,0.311835058846887,0.140108422065344,0.604733301279361
50,7,0.00874326558202891,0.296241433237427,0.139939709023584,0.582672416115708
50,8,0.00728746240489428,0.307803187144695,0.139483384108059,0.593699930937568
50,5,0.00686077205878945,0.288081396114752,0.132348692148312,0.551042795675809
50,9,0.397144195474266,1.34046823275487,0.180294936670496,2.09646961961669
51,1,5.60942880229276,0.21204583605711,0.00680822445697443,0.00837759540743563
51,2,5.54432771427444,0.200844630524698,0.00761833261817725,0.00750325446414799
51,3,5.50492610190825,0.209371198204116,0.00708885423768209,0.00704004102289292
51,4,4.51100244321886,0.19644143289503,0.0114971709071005,0.0134607604361309
51,5,5.37475072817983,0.206494571238104,0.00754493964075827,0.00710240212122446
51,6,5.49401629425653,0.211801219584419,0.00698175262297788,0.00715942789566128
51,7,6.25376570531626,0.198741773661525,0.00694445943674375,0.00680599758281198
51,8,5.93799654392094,0.206049618611733,0.00716098070094239,0.00777748691161841
51,9,5.89041552765978,0.212627123371389,0.00678128155498601,0.00756670002404647
52,1,9.55766374012797,0.0573352525082667,0.00686096960096551,0.00689629232249143
52,2,9.48596062290869,0.0600644607931437,0.00679211759918729,0.00676227052346745
52,3,9.57797724389779,0.0593887561724097,0.00682689149361781,0.00717901790774286
52,4,3.59334305136705,0.216603170682032,0.0164926727260919,0.0157781290800924
52,5,9.45401126794793,0.0507915312699272,0.0069593224835714,0.00775468349485546
52,6,9.32546078890037,0.0523781459319294,0.00702554319548751,0.0068047733932932
52,7,9.20969163282867,0.0475571111619448,0.00724350528324731,0.00682205082456963
52,8,9.38081424123685,0.0582505952873743,0.00707732196664661,0.00675910892617716
52,9,7.61222445933945,0.0744285908564736,0.00719421062973476,0.00679171961361359
53,1,4.2608422535989,0.0067420740953327,0.0260869441208693,0.0687403121684784
53,2,2.93238931142425,0.00674111660915932,0.0367918255855551,0.0955237346441365
53,3,3.60747314324531,0.00676767856210498,0.0349597967464025,0.092443628522288
53,4,3.44421299245375,0.00688363596350595,0.0357724568007388,0.0964173491616253
53,5,3.67911499835338,0.00683050965729304,0.0329956033797957,0.0833451386118308
53,6,3.65694623397108,0.00678107793018571,0.0334682489152681,0.0848566667692815
53,7,3.49243201346189,0.077132897435369,0.023293565346745,0.0526771686423595
53,8,3.67726530828491,0.0067431013002435,0.0331357511669817,0.0845690875360299
53,9,7.50468359763697,0.00707489180435383,0.0102489121477251,0.0190185421586837
54,1,7.55779249991497,0.16239920503253,0.00814135975736551,0.00729481942089003
54,8,7.11053330354019,0.182696782757645,0.00735276096933697,0.00902645922324218
54,9,7.41729103658845,0.187525489430145,0.00686767640159536,0.0108726538733762
54,5,6.10629846339033,0.184999354120425,0.00761397702193903,0.00873280146652369
54,2,6.53662393114062,0.189146877036885,0.00752897273711083,0.00914362947742911
54,3,7.10272213116979,0.174318118464092,0.00741804985553195,0.00909812900636092
54,4,6.57235305499342,0.196442245046803,0.00760893170536989,0.0077906176203476
54,6,7.41717913154737,0.175954547783887,0.00676021386917194,0.00760081678023846
54,7,7.74524232546572,0.188100761089214,0.00674204124758862,0.00880820158733999
55,9,8.46189590912695,0.12342418265589,0.00733006129944246,0.00674330682914543
55,1,7.36217861033227,0.100496611996939,0.0105368238744158,0.0067570778363217
55,8,7.76506797080826,0.106809750517141,0.00962876744574319,0.00675353111445075
55,5,7.0830408563248,0.110337643579642,0.0112962087693857,0.00687065383748509
55,2,7.8728038011593,0.13013533919585,0.00918512586457388,0.00740100085818306
55,3,7.81823436422377,0.0917980072984853,0.0100935344692051,0.00681817291893824
55,4,7.70872710434749,0.0917662184334054,0.0103379723566003,0.00679096249414713
55,6,6.6877550732703,0.0874854852871273,0.0122283912911343,0.00675008575646783
55,7,7.40842033158419,0.0823574259021351,0.0114460290326438,0.00684624685995093
56,9,8.04243471653732,0.0538749323864189,0.0069072918166679,0.00690366598517567
56,8,7.59963085898734,0.0605046072572227,0.0070083667059214,0.00697165370354964
56,5,7.97999139759763,0.0611499820709784,0.00684898837346793,0.00693019785661369
56,1,7.79563644585438,0.0652022734667315,0.00727893162409794,0.00676052673205872
56,2,7.93945271631563,0.059021401690882,0.00678937236417812,0.00682349062261612
56,3,8.10645886990319,0.0538326587455586,0.00686504605821143,0.0068371051295785
56,4,7.45251383969029,0.0816546219073323,0.00709078752415161,0.00711146150424125
56,6,7.04345440175245,0.0682963698015152,0.00687855360857707,0.00674895788976935
56,7,7.72281911053448,0.0583357470757419,0.00699912090131922,0.00714624130134197
57,1,2.38365605463757,0.00712219630775628,0.131817375769895,0.550687778516082
57,2,3.14056680830092,0.00675830683177926,0.125536675790657,0.510980113760336
57,4,3.41103090020929,0.0069721981139231,0.113778042885014,0.465030789176196
57,5,2.63129280347616,0.00681775056549597,0.124374345123239,0.519510051603964
57,6,3.65536900605725,0.00674632522220018,0.107533235129157,0.438069527193302
57,8,4.088650227636,0.00674264722661774,0.0855421964159386,0.32111387918372
57,9,2.97650075144398,0.00676872634297321,0.115223499534581,0.47821358458091
57,3,3.21023472036283,0.006862602330186,0.118218349064562,0.494889015055971
57,7,7.67092045744923,0.00674697686197756,0.0189786069850436,0.0588449892425606
58,1,5.99162486448164,0.150710260755965,0.0068470659171215,0.00676811905988545
58,3,6.11551622415578,0.145803846283953,0.00691679874502681,0.00704155638182133
58,4,6.09617713847912,0.156840081537522,0.00702748761356857,0.00676152334970811
58,5,6.3610241235427,0.162631047445967,0.00675385853281225,0.00752550069455053
58,8,6.04988740684563,0.154921522006863,0.00674280230567843,0.00702856361209648
58,9,6.23954019713639,0.157361437889701,0.00688182647933354,0.00749599431762332
58,2,6.06977954042942,0.156829020884498,0.00676874462050909,0.00722253056346682
58,6,6.28684714582477,0.155905740155422,0.00676601008313031,0.0075628505851603
58,7,5.97529482720248,0.151288337251919,0.00701674808524885,0.0073083130886933
59,3,2.03658295552425,5.68879859371442,0.453278496650173,4.42553481098237
59,4,0.727762383071524,13.7019653014,1.21014395139381,21.9056145865421
59,5,0.844623691832413,54.5528441140764,3.26058289020002,80.9122546637136
59,8,2.33741897738321,16.9203658583306,1.26839414396793,10.8572973557054
59,9,1.20684332764101,33.6702945233998,1.6737143201521,40.2423566188944
59,1,1.19657495710667,90.0143346280509,0.725354976410522,106.538701425556
59,2,2.06364762704884,51.6911227920037,4.39127395475971,39.1523626606914
59,6,5.43056335382257,11.7300189019679,0.0487841177811903,1.9727546695887
59,7,1.23611461130175,24.3633816581759,0.546126745157739,28.2652393222017
60,1,6.37202379847997,0.268951687269556,0.00678127665180427,0.00674432827664851
60,2,5.94956484795552,0.257746338645482,0.00786908883104248,0.00725914114135258
60,3,6.01732927787054,0.251340971887918,0.00823827247558354,0.00744652856452015
60,4,5.8079091759071,0.255413346055515,0.00803969298207006,0.00677999427691258
60,5,6.52412080318909,0.261195698935827,0.0069169065610758,0.00720830910483955
60,8,6.37956000830153,0.242593163195046,0.00749876512527404,0.00701810456305887
60,9,5.90109358520218,0.259301491427379,0.00794606306740442,0.00735127251193056
60,6,6.32663454695871,0.246343335076929,0.00790664191127628,0.00683306711423655
60,7,5.44749701054132,0.229064209684132,0.010515148890863,0.00692170611134187
61,1,6.05324119553222,0.13621600338549,0.00696605455298734,0.00942219040473188
61,2,5.58426045842406,0.140881902114454,0.00675795863025751,0.00773300373915462
61,3,5.7825069968923,0.141503897591636,0.0068326665516616,0.00694391148499449
61,4,5.51001120587073,0.139534009666586,0.00687487106290509,0.00776080377161916
61,5,5.41988341345349,0.138637742503512,0.00686598871500948,0.00697899463182478
61,6,5.39940793828055,0.136133654865149,0.0068216888165493,0.00679930322228215
61,7,5.50849976077789,0.137399329618876,0.00677831008986159,0.00723582971327037
61,8,6.2678357403473,0.131264922939078,0.00701974994893897,0.00875039836232262
61,9,0.00759224085723019,0.147422888903466,0.00678591929531662,0.0421354359406956
62,1,9.46211432974966,0.217923998236501,0.00831911972754167,0.022242923710146
62,2,8.9742849743245,0.199821582063995,0.0111275234188866,0.030457127821255
62,3,9.99178533309163,0.222611665732742,0.00732521919381833,0.0172066315722568
62,4,10.9188540256957,0.227586865788549,0.00704053735088841,0.0184944283694259
62,5,10.2437176740889,0.24373873852513,0.00677962562579834,0.0166155364224498
62,6,10.3094587420662,0.221987499845188,0.00832952497744357,0.0220608178726412
62,7,9.21816310609681,0.191342943220206,0.0101858072124311,0.0227111571228955
62,8,10.878502207702,0.221371906084785,0.00710824686521018,0.0178812122703517
62,9,10.5561333043433,0.210611327104498,0.00696303019264282,0.0176938005784366
63,5,10.7297915703562,0.187905678071974,0.00681243465419011,0.0153901539457285
63,1,11.1785142081351,0.185198433431996,0.00716949519567561,0.0198190296400156
63,2,10.6461693034429,0.208770160022619,0.00742639935771139,0.0224458019387182
63,3,10.9461843407336,0.193541387573508,0.00687611807187641,0.0184993294282708
63,4,10.2667682400892,0.169438906369609,0.00674867069757229,0.0138856558176135
63,9,0.00680584346293784,0.230998108689636,0.0917901979349649,0.616248612669936
63,6,11.8952715901153,0.203636836490652,0.00694809470174824,0.0176408649431807
63,7,11.2208269581805,0.188949486851031,0.00683768269095407,0.0184557052967443
63,8,9.13497968111771,0.19944815400396,0.0100109953808033,0.0284349066734024
64,1,2.80393719305286,0.114420205783096,0.037350404686383,0.0628306089056694
64,2,3.63624184461457,0.00691507529567322,0.0661329920402561,0.177824734790094
64,3,4.38900833115005,0.00675414226498722,0.0422809098351578,0.102932311549839
64,4,3.30144721861815,0.00680718066194052,0.0681543398546268,0.183270125781858
64,5,3.19507446251045,0.00692232329058243,0.0684190388820882,0.180382353694679
64,6,2.90613064181003,0.00683884626372428,0.0713524351365901,0.181991528979131
64,7,3.19972314145925,0.00684403441824592,0.0684444552819697,0.181754277381898
64,8,3.30132839833568,0.00675148696497255,0.0681441446807456,0.176653650055443
64,9,3.00740148397289,0.00675816468223844,0.0714918544859547,0.188528830066377
65,5,2.74113996546683,0.0278589127844937,0.0646246753202089,0.141473506889624
65,1,3.34321821475176,0.029276444861551,0.0484022786605476,0.0903229408634275
65,2,2.79094858180537,0.0701250794500072,0.0550180011728906,0.124279256204393
65,3,2.4629134400458,0.0298346322948519,0.0649978861747775,0.141225701008462
65,4,2.30127898368661,0.0495086378420393,0.0629446015857081,0.134332824623638
65,9,2.83732520875496,0.0200418978094956,0.0655899701105127,0.141968145199219
65,6,2.69396616907039,0.0445615837186488,0.0624277498330932,0.134734070974583
65,7,2.91172390604236,0.0442721193823021,0.0472948720344598,0.0951962982937529
65,8,2.62853531524665,0.0393464653636719,0.0622731147049384,0.141448641294347
66,3,5.64586389264616,0.00678090178428069,0.0266565474278596,0.0601304806090022
66,4,5.41055051285819,0.00674007301257331,0.0254987753839551,0.0614854940748791
66,5,6.43226134379205,0.00680230269161886,0.0206708812569521,0.0452900432108201
66,1,9.99797984871469,0.00701976661817928,0.00773260273928988,0.0173093386215693
66,2,7.42857653970379,0.00675075382797401,0.0183697931204914,0.042503843442735
66,9,5.34631591866209,0.006819663415958,0.0296850695164416,0.0715877308391648
66,6,6.27615528380207,0.00677734615600977,0.0225701105455864,0.0569564686854369
66,8,6.75057157317383,0.00695373455199601,0.0200117524267947,0.0495122632942353
66,7,6.52639751493071,0.00678009069650812,0.0209830483839755,0.0530557048032411
68,1,8.15874429882402,0.134441254587058,0.00706665563441466,0.0122037897228615
68,2,9.45154341721934,0.126554146872838,0.00692547091032058,0.0129402041249278
68,3,9.12932589492266,0.127317538138656,0.00723046298029153,0.0152513049032918
68,5,8.00740252954098,0.131457038675551,0.00679807918936191,0.0105592151841627
68,6,8.68444715422839,0.131407237450176,0.00690270234708677,0.0137115461000732
68,8,9.43464264424456,0.122686566550714,0.00678374049025312,0.0138277197077757
68,9,8.48684326601871,0.126023844725225,0.00684477251367712,0.0135477708246087
68,4,9.36126160632746,0.124709467912348,0.00680360546390807,0.0128341725382836
68,7,9.11863499292274,0.123002838829512,0.00710076035490337,0.0140594150849661
71,1,8.79202553728125,0.195402586084946,0.0069241760006906,0.00906405768891527
71,4,4.96867382060561,0.221956247947823,0.0188826488967691,0.0384327109469271
