"participant","loo","k","tau","omega"
52,1,2,0.0885990534814875,0.205697227419604
52,4,2,0.0907891602868734,0.201167341562348
52,5,2,0.09339862110148,0.232093882007751
52,6,2,0.0831760586728,0.180664112468492
52,2,2,0.0867242535111452,0.194080735094598
52,3,2,0.0853605647063132,0.190435852911036
52,7,2,0.0825175105275232,0.176753403125953
52,8,2,0.0864132397318713,0.190904693391822
52,9,2,0.0797912989900584,0.180307162080459
53,1,2,0.0839415503609607,0.333718099740075
53,3,2,0.0829987436182232,0.310698617401096
53,4,0,0.0760061236786737,0.24486244344053
53,5,2,0.0846358760831748,0.318713580657924
53,2,0,0.0609687272629534,0.173831615789572
53,7,0,0.0720516666859485,0.188525341182643
53,8,0,0.0755536355998627,0.242252479601816
53,9,0,0.0750204428888718,0.245652026916624
53,6,17,0.0832372001181497,0.362946285417761
54,1,3,0.0923244747736099,0.187162933272393
54,2,2,0.0944516666596246,0.175684759454553
54,3,1,0.0856576995329302,0.159896430534512
54,4,1,0.090893775951018,0.158652528264397
54,5,1,0.0898835539865562,0.161004282018697
54,6,1,0.0859318526023114,0.146170048251246
54,7,1,0.0949397011839042,0.177992482056973
54,8,1,0.0908530112911598,0.155443806905842
54,9,1,0.0950540886681352,0.177384662581462
55,1,1,0.0646777657487433,0.105094478973776
55,2,1,0.0693088877168028,0.122990405196528
55,3,1,0.0661554604151966,0.114092776515243
55,4,1,0.0671855113000819,0.115388566772051
55,5,1,0.0662572846978612,0.0979831890902412
55,6,1,0.061679019486229,0.0914819323167911
55,7,1,0.0680165038239299,0.119612106441143
55,8,1,0.0645911460918971,0.104064517954591
55,9,1,0.0653715558043476,0.10643825937542
56,1,2,0.0895186442888168,0.259969119519873
56,2,2,0.0852587027667762,0.259315447088202
56,3,2,0.0893878553942037,0.290498587894506
56,4,1,0.0847050748887604,0.253409546723522
56,5,2,0.0866936395605056,0.262425352635159
56,6,2,0.0863295003253903,0.274419126468728
56,7,2,0.0868872074233778,0.275046073707636
56,8,2,0.0845028952926611,0.259627241782286
56,9,3,0.0894111426882226,0.287952481895667
57,1,20,0.131814224671948,0.520295095662288
57,2,1,0.160365596217813,0.640234527904855
57,3,20,0.121875551164289,0.478869838989235
57,4,1,0.163504392894532,0.663301045704933
57,5,25,0.135828420161812,0.525025288522509
57,6,1,0.128811847758733,0.498962135966251
57,7,1,0.0803410759934489,0.24577954354911
57,8,20,0.0942787445295293,0.323327374860473
57,9,20,0.127832845532966,0.501571649390987
58,1,2,0.0582438439930336,0.0848345118737098
58,2,2,0.0650724713438716,0.0959303150993681
58,3,2,0.0603134768441242,0.0838441751664633
58,4,1,0.0658242858760552,0.0881438998655581
58,5,2,0.0672017824041181,0.094917959143195
58,6,2,0.0661275806305825,0.103852988190173
58,7,2,0.0673446234138316,0.105077344657891
58,8,2,0.0671480771047612,0.100453587576525
58,9,2,0.0656470702441386,0.10125540496948
59,1,1,0.218834567190897,0.0481929290576546
59,2,2,0.220155506265898,0.0609863306836637
59,4,1,0.212806717050235,0.0766189497670086
59,5,1,0.222130061241966,0.0805206569743054
59,6,1,0.207928073883923,0.0323746230626528
59,3,2,0.223542219524693,0.0961769116572303
59,7,2,0.20825249922204,0.0259612802530372
59,8,1,0.241184796804109,0.0259486296944081
59,9,1,0.206063228998343,0.0326907560016011
60,1,8,0.109360126845916,0.358728336029195
60,2,2,0.112200382197017,0.339105515318517
60,3,2,0.111132619980837,0.306660548351301
60,4,2,0.0949538761600189,0.253168294780673
60,5,2,0.109561580765537,0.313003785146735
60,6,8,0.103882697457737,0.361398492529618
60,7,2,0.111805401201014,0.3105085941887
60,8,2,0.111531032324637,0.330881583417219
60,9,2,0.10949609427853,0.291625742070717
61,1,0,0.0774078783976963,0.148314658858928
61,2,16,0.0919310411337842,0.282243707928252
61,3,18,0.0953804553459142,0.297936859174361
61,4,18,0.0853475670723378,0.229662810043698
61,5,18,0.0846262873759322,0.259134583085856
61,6,5,0.0831046791121437,0.26135184892597
61,7,18,0.0983038783067812,0.317833617921233
61,8,18,0.0959185201287342,0.282122671674899
61,9,18,0.0858853792533218,0.273789615865233
62,1,6,0.103121371972885,0.223210203606034
62,3,1,0.119670957876547,0.232980645793931
62,4,6,0.132769916638179,0.305808221051502
62,5,2,0.125249565943604,0.262773715908483
62,2,2,0.125284339404866,0.282957044950246
62,9,1,0.127768398526495,0.269513643761827
62,6,6,0.13276926913651,0.307523942475314
62,7,1,0.130190002618943,0.276731391253962
62,8,1,0.122621453418241,0.248524596915069
63,1,2,0.17373169895009,0.506951980985336
63,2,5,0.180143199497574,0.54022517280365
63,3,2,0.170668935624235,0.494242566017221
63,4,4,0.144500298376031,0.384348052195958
63,5,5,0.179188106005764,0.46434888997117
63,6,24,0.187716047215056,0.449222226454318
63,7,2,0.17432410634985,0.485100526991438
63,8,2,0.177852455687708,0.47341405936197
63,9,2,0.185051263630596,0.523224822760573
64,1,1,0.0746026995324005,0.124174038480759
64,2,1,0.0882022858737934,0.222230758957377
64,3,1,0.0814891201861419,0.190715103488662
64,4,1,0.0839688765957447,0.204664011671841
64,5,1,0.0845528081569354,0.204512103040921
64,6,1,0.0866656656893112,0.209715723094789
64,7,1,0.0782814175492755,0.187981756858344
64,8,1,0.0826366302599185,0.195418862585074
64,9,1,0.0774785081925891,0.183213907783054
65,1,2,0.0911192978115133,0.210162510992911
65,2,2,0.0937036914430312,0.216528168240938
65,3,3,0.0977232890313018,0.231899497703516
65,4,2,0.0838191508509142,0.171687426522226
65,5,3,0.0913129032872677,0.216929816287991
65,6,3,0.0865437049285692,0.190485800677635
65,7,3,0.0890470221296982,0.205605277702618
65,8,3,0.0922266723905072,0.213006203226312
65,9,2,0.0867718981136475,0.194067987820523
66,1,3,0.0690914096297652,0.175210775295817
66,2,3,0.0711390024124679,0.169225305416622
66,3,3,0.0695232035892456,0.157539810860268
66,4,3,0.0675088984204707,0.167904479935581
66,5,3,0.0667254683176383,0.153367972991681
66,6,3,0.067865876720562,0.166243729180287
66,7,6,0.0750183288220813,0.186015555730392
66,8,3,0.0699748102993794,0.172325071580152
66,9,6,0.0692988867399965,0.16024327530708
68,1,4,0.0960046442718151,0.230275089172692
68,2,4,0.0988807262666378,0.238703702144419
68,3,4,0.101834031369273,0.239031231004216
68,4,4,0.0962727609234815,0.202029394715126
68,5,4,0.0876673636335619,0.214315660435728
68,6,4,0.10149519127579,0.25712747931986
68,7,3,0.0973281408365705,0.23391778722922
68,8,3,0.0971985698028675,0.241270480172761
68,9,4,0.100249652009026,0.269569836691449
71,1,2,0.103883637814632,0.234998791304935
71,4,2,0.108669507535238,0.240681891262636
71,2,2,0.0978937016162632,0.215921030690333
71,3,2,0.103818418780952,0.225286679421778
71,5,3,0.104298085157058,0.239803651148195
71,6,2,0.104705568031229,0.216591077128873
71,7,2,0.106949410038128,0.242862900492084
71,8,2,0.108637398230751,0.252861786399317
71,9,2,0.10547704757338,0.230516848614757
72,1,0,0.121657945296435,0.265163750352427
72,5,0,0.118982123417758,0.285454429698545
72,2,0,0.120358794908325,0.261651468799333
72,3,0,0.121132073325259,0.261696965145383
72,4,0,0.0956571553875186,0.164623684115212
72,6,0,0.118536637126299,0.263328665911471
72,7,0,0.11600859427416,0.250349030075448
72,8,0,0.118464387020562,0.258721723643623
72,9,0,0.121723118832223,0.262489217878117
73,5,0,0.0910975737650465,0.195518904054631
73,1,2,0.109987329239929,0.315337237814658
73,2,2,0.107480596573944,0.312143063266407
73,3,0,0.0975759943053917,0.210763131256708
73,4,0,0.0922157166484208,0.20052476833209
73,6,0,0.0848682443907368,0.175515958266291
73,7,2,0.107218018213917,0.306124428322995
73,8,2,0.105306823472005,0.30200648736887
73,9,0,0.09505017335223,0.217874671177501
74,3,2,0.147339980096722,0.00673794699912187
74,4,2,0.149322070457692,0.00673794700025244
74,1,2,0.138024847667821,0.00673794699983902
74,2,2,0.145651338052043,0.00673794700294874
74,8,2,0.156442485262334,0.00673794699964735
74,5,2,0.138524845189879,0.00673794700271849
74,6,2,0.14447797073472,0.00673794700043117
74,7,2,0.156596537660256,0.00673794700283328
74,9,2,0.150193626006914,0.0067379470001516
75,1,2,0.107681727865742,0.269210296662921
75,2,2,0.112325981528929,0.286277238313326
75,3,2,0.10235281721007,0.248603642611683
75,4,2,0.0992564929108699,0.243710588924499
75,5,2,0.106203151443713,0.26905971805847
75,6,1,0.0936199559739375,0.229972567687706
75,7,2,0.0917336758166665,0.230495289175509
75,8,2,0.107677957593686,0.286278064570205
75,9,3,0.102665284770201,0.270125025696883
76,1,1,0.25120496462629,0.0078153638928104
76,2,1,0.220988407080774,0.00673794700395297
76,3,2,0.247267806198534,0.0444606266369425
76,4,2,0.247886634641927,0.0491772114413856
76,5,1,0.28468461890287,0.0819764575107
76,6,2,0.221709756436144,0.006737947000393
76,7,2,0.246445793117834,0.0461871428760944
76,8,2,0.235743661632483,0.00673794700062736
76,9,2,0.205827598666291,0.00673794701087178
77,1,1,0.111175939170411,0.372575128515594
77,2,1,0.128223258954919,0.445347375822375
77,3,0,0.126088682522394,0.427776405056158
77,4,1,0.127236501917457,0.427787049836408
77,5,1,0.110529972002104,0.38071771674398
77,6,0,0.11059380261047,0.379406862331836
77,7,1,0.104972681872184,0.302973443583573
77,8,0,0.118313687982295,0.406480900333949
77,9,1,0.0832505040163257,0.259477772362325
78,1,8,0.0980305530324875,0.236734750938962
78,2,4,0.10563465154724,0.282424026023581
78,3,4,0.109634755065653,0.295322842873946
78,4,4,0.10737640717362,0.291778390066523
78,5,6,0.108199497062189,0.309963649190573
78,6,4,0.109947074358325,0.290926803188722
78,7,4,0.100757209135788,0.273998640113782
78,8,7,0.0842029381231165,0.238148716353812
78,9,4,0.105081823635738,0.263891890220221
79,1,0,0.14360308623375,0.349831965856579
79,2,0,0.154796100631742,0.404409188072042
79,3,0,0.15097240425708,0.383351121331807
79,4,1,0.172009478067494,0.479959131325579
79,5,0,0.183361327696424,0.441589669623964
79,6,0,0.172355202790925,0.44931944822344
79,7,0,0.189491944054039,0.433472804692365
79,8,0,0.187117543733732,0.491355980798187
79,9,1,0.184840047605272,0.507070137469438
80,1,0,0.103811763538068,0.276330805087279
80,2,0,0.120268253300748,0.39456739977322
80,3,0,0.0998486375308081,0.346816797221693
80,4,0,0.118409838992747,0.39634772805309
80,5,20,0.128280546005982,0.515455552068707
80,9,0,0.120058967654532,0.396650452622134
80,6,0,0.121162793701986,0.406652733527634
80,7,0,0.118643087582497,0.394923162872882
80,8,0,0.120971762037596,0.407127561508495
81,1,1,0.0596436769675395,0.173253790863325
81,2,1,0.0572341233963869,0.162209199259729
81,3,0,0.0533026934144655,0.122185948008926
81,4,1,0.055963721114204,0.152690477465902
81,6,1,0.0524034651159754,0.131771118254844
81,7,1,0.0568769551665261,0.149850868419354
81,8,1,0.060131426600029,0.168192453294414
81,9,1,0.058243995860714,0.165020142643185
81,5,1,0.0549006288766599,0.153340402828938
82,1,2,0.116861137445592,0.383259033379802
82,2,2,0.114851791265547,0.369710795927646
82,3,2,0.117370968625396,0.371648519004376
82,4,2,0.119371173864072,0.393170669750614
82,5,0,0.0997697982697943,0.248727501006868
82,6,0,0.102354091512624,0.252470938645871
82,7,2,0.116138085020547,0.375594824089003
82,8,0,0.103468569115894,0.255404093092125
82,9,0,0.100729478615227,0.258269355703519
83,1,1,0.0696521404758817,0.0240600756905996
83,2,1,0.0730200989105337,0.0532365438388298
83,3,1,0.0694240176627517,0.0532873016524557
83,4,1,0.0690401035919848,0.0277338561927777
83,7,1,0.070259744027006,0.034996040644389
83,6,1,0.0713652125305066,0.0443061566268829
83,8,1,0.0687301102220866,0.0113408424579573
83,9,1,0.072393386192087,0.0343490470640252
83,5,1,0.0700406632746925,0.0242998681514698
84,1,2,0.0883824706167965,0.26767350322513
84,2,2,0.119328301708467,0.411782667859823
84,3,4,0.140342744119577,0.486909624466118
84,4,4,0.132401713306359,0.438090705162176
84,5,4,0.131921158831838,0.412674991123369
84,6,4,0.13553794657989,0.465321530943675
84,7,4,0.134946070738028,0.456529388554419
84,8,4,0.134138302096527,0.443075175079427
84,9,4,0.135183077932941,0.452198848311984
85,1,4,0.137063777446709,0.391659733490814
85,2,1,0.129998102786986,0.402142141144796
85,3,4,0.140470188907536,0.454178223986824
85,4,4,0.136295751958296,0.415088380565471
85,5,4,0.134440303034836,0.438616136507736
85,6,4,0.151284604138833,0.513024309260514
85,7,4,0.136616116074727,0.445698972770183
85,8,4,0.144453900849492,0.475972479253204
85,9,1,0.134433419895374,0.41882171370731
86,1,2,0.0705749858696278,0.17831874870648
86,2,2,0.0761188385910531,0.191003526627658
86,3,2,0.0676911183749291,0.15005011720838
86,4,2,0.0714860156235212,0.1833310623207
86,6,2,0.068598618395065,0.166945177895462
86,7,2,0.0634435500878894,0.153731684704494
86,8,2,0.065388044226186,0.16670261872424
86,9,2,0.0714673769510466,0.178502744349474
86,5,1,0.0750153740759559,0.201260938051341
87,1,1,0.0465479760003074,0.0813801332587915
87,2,1,0.0457360009657542,0.0758564067538406
87,3,1,0.0474544247495117,0.0955680151698283
87,4,1,0.0468963604196721,0.0975279165466264
87,5,1,0.0458367361299771,0.0869789753377182
87,6,1,0.0452317776594233,0.093267929288046
87,7,1,0.0465371718482104,0.0972725533893102
87,8,1,0.0363929707241676,0.0628053447726073
87,9,1,0.046440197218671,0.0931760006766734
88,1,4,0.151301033880731,0.415312870058812
88,2,0,0.153617488872033,0.412949240678076
88,3,1,0.144075455370441,0.379583840732688
88,4,18,0.155608159288398,0.436096560847623
88,5,18,0.146500476192769,0.416373486180594
88,6,0,0.156549796501094,0.419299477589824
88,7,1,0.139368456155574,0.334574667763967
88,8,1,0.137517724686788,0.358141230543858
88,9,25,0.158409905606547,0.418162841215392
89,1,2,0.0465158627497724,0.15733174951144
89,2,2,0.0530305375052589,0.193191271231945
89,3,2,0.0422931054926659,0.150214352797865
89,4,2,0.0450107155517406,0.152205743241422
89,5,1,0.0475149070423741,0.155045490136196
89,9,3,0.0474671628490093,0.168045089881606
89,6,2,0.0448296623034221,0.152678222004084
89,7,2,0.0458122347712356,0.150612623881643
89,8,2,0.0473446933621409,0.158185498120947
90,1,5,0.103268277248071,0.21648690283688
90,2,5,0.101745754265646,0.218438007679196
90,3,4,0.0855023657355101,0.152843103603195
90,4,5,0.100285012413489,0.198300712267037
90,6,5,0.103272669200115,0.218588464618555
90,7,5,0.104437189525443,0.221026997946947
90,8,5,0.102887973248998,0.20430844394836
90,9,6,0.0978396503797034,0.20254296311854
90,5,5,0.097454258190547,0.202307153520825
91,1,3,0.0827598937742748,0.164857413312062
91,2,3,0.0883151173855989,0.187535020639644
91,3,3,0.0836646016475527,0.160595608551992
91,4,3,0.0860430182886903,0.163576699931764
91,6,3,0.080655249323914,0.153435840380374
91,7,3,0.0877007714603328,0.153751034730044
91,8,3,0.0846551809744328,0.167738716283323
91,5,3,0.0874068016271621,0.168438358609777
91,9,3,0.084662214471117,0.151523918463511
92,1,1,0.0615016699934121,0.107225356905496
92,2,1,0.0747056767945557,0.151426477641498
92,3,1,0.0773382965749289,0.168065618304478
92,4,1,0.0781166007535708,0.166520912653208
92,8,1,0.0763194125474312,0.160778589126586
92,6,1,0.0797998869555387,0.178521258985405
92,7,1,0.0632678599933725,0.117127392096208
92,5,1,0.0818036425371496,0.184985362159215
92,9,1,0.0791580112135905,0.160771404936518
93,1,0,0.0681610108667886,0.138300396082793
93,2,0,0.0686699613480359,0.139985469166707
93,3,0,0.0563508662219742,0.104628203073761
93,4,0,0.0683895729127704,0.149109848099019
93,5,0,0.068304449028412,0.143685436329279
93,6,0,0.0744449135171844,0.155999967793231
93,7,0,0.0676592648885115,0.143693228221161
93,8,0,0.0685471096119594,0.144523025695053
93,9,0,0.0684412360367206,0.148354395642086
94,1,4,0.252533945573125,0.00673794700294007
94,2,4,0.258806277835302,0.00673794700042342
94,3,4,0.275421532805854,0.00673794699985237
94,4,4,0.311918303864419,0.00673794699957272
94,5,4,0.32263605913334,0.00673794703313587
94,6,4,0.310482380719421,0.00673794703635498
94,7,4,0.309898518635766,0.00673794700788055
94,8,4,0.298065531963149,0.00673794700009176
94,9,4,0.354267716815469,0.00673794699995367
95,1,1,0.107676789568309,0.302688870806357
95,2,1,0.102722246795322,0.30430305117107
95,3,0,0.0906212589521801,0.215012806972634
95,4,1,0.106116270735532,0.314132105720707
95,5,1,0.100687666279294,0.265855780625915
95,6,1,0.0852459008285834,0.234174401098623
95,7,1,0.0989291934758135,0.270927918525716
95,8,1,0.0902580261381816,0.24067600777625
95,9,1,0.091509042570089,0.248271694705796
97,1,4,0.0889961901586806,0.3312182824481
97,2,4,0.0916873949404228,0.33318472442109
97,3,4,0.0864304995468686,0.331886566695236
97,4,2,0.0868199464838677,0.303951368045969
97,5,4,0.094282780390234,0.358213418098239
97,6,0,0.0774118542701228,0.223436995084522
97,7,0,0.0752365146361322,0.212112354077256
97,8,4,0.0937542627571885,0.352753405887196
97,9,0,0.0801689696571454,0.198506489156724
98,1,21,1.19140411036377,1.14222731071012
98,2,21,1.3661704369072,1.30858898716644
98,3,21,1.23498230943771,1.17930993714065
98,4,21,1.12079527417083,1.06575446321185
98,5,21,1.07304358409785,1.02076156144547
98,6,21,2.55961134612737,0.00673794706591259
98,7,21,1.18562425573145,0.96271638450927
98,8,21,1.0015428940528,0.946465719450876
98,9,25,0.921855938304784,0.886673865663835
99,1,0,0.0977097190085705,0.254141027374018
99,3,0,0.097365790157017,0.244502284056373
99,4,10,0.125605167067339,0.464996079954352
99,5,0,0.0927308876794623,0.19871291314511
99,2,0,0.094994775604688,0.239574393052447
99,6,0,0.0967866153225308,0.244623662200879
99,7,0,0.0847950782335829,0.191655082230173
99,8,0,0.0971292137399357,0.244257568657581
99,9,0,0.0896906771573422,0.209571357145307
100,1,25,0.116260858537952,0.388840917460297
100,2,24,0.117673843929658,0.412368908987762
100,3,25,0.11638674081883,0.416681956534153
100,4,25,0.109153069909852,0.393849175299274
100,5,24,0.120592325562024,0.428908744063856
100,7,24,0.123669658947935,0.436476263176854
100,8,24,0.120552134396591,0.423148588008988
100,9,25,0.0965219367962902,0.33450146981923
100,6,24,0.123715207334661,0.433882834086309
101,1,1,0.0700853676899526,0.141301267871406
101,2,1,0.0716013224689464,0.142178650958321
101,3,1,0.0676119935775516,0.117882299754002
101,4,1,0.0675923038664107,0.129897252017987
101,5,1,0.0582710391520921,0.0939419573332203
101,7,1,0.0567027062565047,0.101173356027588
101,8,1,0.0629940012785633,0.117230353756974
101,9,1,0.0695915701316158,0.136329758719029
101,6,1,0.0673318128063263,0.133824800570613
102,2,0,0.11998448186301,0.392517324931416
102,3,0,0.113196997149117,0.354612361407164
102,4,0,0.110055101482327,0.346470341984569
102,1,0,0.130946925776243,0.428760380030485
102,5,0,0.130465778706096,0.385005998060844
102,7,0,0.128744000195456,0.360436681167754
102,8,0,0.136135135017676,0.423614455227413
102,9,0,0.136021223568654,0.411100282057481
102,6,0,0.136443807766671,0.416067191501722
103,1,0,0.131307756268298,0.28754317673028
103,2,2,0.15253300329126,0.410741864706635
103,3,1,0.16413865299221,0.411347327009046
103,4,1,0.15677467786343,0.395122176979115
103,5,2,0.155589476949316,0.403802081686548
103,6,1,0.164119523690296,0.416615818137686
103,7,2,0.163618252454984,0.442429261263609
103,8,1,0.148826073288299,0.397764062718851
103,9,2,0.169467735368977,0.441798052840118
104,1,2,0.0665374645791815,0.176780484396038
104,2,3,0.0676513152893117,0.198106649628556
104,3,3,0.0691344712445953,0.207616212300008
104,4,3,0.0645425980357184,0.193393176501882
104,5,3,0.0641434940442608,0.191724696591235
104,6,3,0.0575273093910293,0.165151077145904
104,7,2,0.0657127045337615,0.184117413793584
104,8,3,0.0623822310819658,0.165740693842402
104,9,2,0.0643937665140034,0.175463474984455
